@eq BV (BV_full_adder_sum (@cons bool a l) (@nil bool) cin) (consbv (half_adder_sum a cin) (BV_full_adder_sum (@nil bool) l (half_adder_carry a cin))),[Adder_lemma_BV_full_adder_sum_eq3_210]
@eq BV (BV_full_adder_sum (@cons bool a l) (@nil bool) false) (@cons bool a l),[Adder_lemma_BV_full_adder_sum_eq3_192]
@eq BV (BV_full_adder_sum (@nil bool) (@cons bool a l) cin) (BV_full_adder_sum (@cons bool a l) (@nil bool) cin),[Adder_lemma_BV_full_adder_sum_eq2_208]
@eq BV (BV_full_adder_sum (@cons bool a l) (@nil bool) cin) (BV_full_adder_sum (@nil bool) (@cons bool a l) cin),[Adder_lemma_BV_full_adder_sum_eq2_210]
@eq BV (consbv (full_adder_sum a a0 cin) (BV_full_adder_sum l0 l (full_adder_carry a a0 cin))) (consbv (full_adder_sum a0 a cin) (BV_full_adder_sum l0 l (full_adder_carry a a0 cin))),[Adder_lemma_full_adder_sum_sym1_212]
@eq bool (BV_full_adder_carry l0 l (full_adder_carry a a0 cin)) (BV_full_adder_carry l0 l (full_adder_carry a0 a cin)),[Adder_lemma_full_adder_carry_sym1_233]
@eq bool (BV_full_adder_carry (@cons bool a l) (@nil bool) cin) (BV_full_adder_carry (@nil bool) (@cons bool a l) cin),[Adder_lemma_BV_full_adder_carry_eq2_230]
@eq BV (consbv (half_adder_sum a false) (BV_full_adder_sum l (@nil bool) false)) (@cons bool a l),[Adder_lemma_half_adder_sum_false_193]
@eq BV (consbv (half_adder_sum a false) (BV_full_adder_sum l (@nil bool) (half_adder_carry a false))) (@cons bool a l),[Adder_lemma_half_adder_carry_false_192]
@eq bool (BV_full_adder_carry (@nil bool) l (half_adder_carry a cin)) (BV_full_adder_carry (@cons bool a l) (@nil bool) cin),[Adder_lemma_BV_full_adder_carry_eq3_229]
@eq BV (consbv (full_adder_sum a a0 cin) (BV_full_adder_sum l0 l (full_adder_carry a a0 cin))) (consbv (full_adder_sum a0 a cin) (BV_full_adder_sum l0 l (full_adder_carry a0 a cin))),[Adder_lemma_full_adder_carry_sym1_212]
@eq bool (BV_full_adder_carry l (@nil bool) (half_adder_carry a false)) false,[Adder_lemma_half_adder_carry_false_200]
@eq bool (BV_full_adder_carry (@cons bool a l) (@nil bool) false) false,[Adder_lemma_BV_full_adder_carry_eq3_200]
@eq BV (BV_full_adder_sum (@cons bool a l) (@cons bool a0 l0) cin) (BV_full_adder_sum (@cons bool a0 l0) (@cons bool a l) cin),[Adder_lemma_BV_full_adder_sum_eq4_211]
@eq bool (BV_full_adder_carry (@nil bool) (@cons bool a l) cin) (BV_full_adder_carry (@cons bool a l) (@nil bool) cin),[Adder_lemma_BV_full_adder_carry_eq2_229]
@eq bool (BV_full_adder_carry (@cons bool a l) (@cons bool a0 l0) cin) (BV_full_adder_carry (@cons bool a0 l0) (@cons bool a l) cin),[Adder_lemma_BV_full_adder_carry_eq4_232]
@eq BV (consbv (half_adder_sum a cin) (BV_full_adder_sum (@nil bool) l (half_adder_carry a cin))) (BV_full_adder_sum (@cons bool a l) (@nil bool) cin),[Adder_lemma_BV_full_adder_sum_eq3_208]
@eq bool (BV_full_adder_carry (@cons bool a l) (@nil bool) cin) (BV_full_adder_carry (@nil bool) l (half_adder_carry a cin)),[Adder_lemma_BV_full_adder_carry_eq3_231]
@eq BV (appbv (BV_full_adder_sum v w cin) (consbv (BV_full_adder_carry v w cin) nilbv)) (appbv (BV_full_adder_sum w v cin) (consbv (BV_full_adder_carry w v cin) nilbv)),[Adder_lemma_BV_full_adder_sum_sym_241]
@eq BV (appbv (BV_full_adder_sum w v cin) (consbv (BV_full_adder_carry v w cin) nilbv)) (appbv (BV_full_adder_sum w v cin) (consbv (BV_full_adder_carry w v cin) nilbv)),[Adder_lemma_BV_full_adder_carry_sym_241]
@eq bool (half_adder_sum a true) (half_adder_sum (half_adder_sum a false) true),[FullAdder_lemma_half_adder_sum_false_60]
@eq bool (orb (half_adder_carry a true) (half_adder_carry (half_adder_sum a true) false)) (orb (half_adder_carry a false) (half_adder_carry a true)),[FullAdder_lemma_half_adder_carry_false_89]
